OBSNAME	PABI	BALN	CAMB	APIA	CART	TULI	BBET	BRAS	CARY	CHEN	BCOR	CUPR	CYPE	RDRY	ELAE	ERIC	FABA	FFAG	OFRA	PLAR	MMYR	ONAG	POXR	PAPA	PPIC	PPIN	PPLA	POAC	POLE	POLY	SPOP	FQUE	RANU	ROSA	SSAL	SAXI	SCRO	RTHA	ULMA
WAB036	0	10.526	0	0	1.858	0.31	6.502	4.025	0	0	0	0	30.031	0.31	0	0	0	0	0	0	0	0	22.291	0	3.096	0.31	0	11.455	0	0	0	0	0.619	0.929	2.786	4.644	0.31	0	0
WAB037	0	8.209	0	0	1.119	0.746	4.478	1.119	0.746	0	0	0	35.075	0	0	0	0.373	0	0	0	0	0	22.761	0	4.104	1.119	0	13.433	0	0	0	0	0.746	0.373	3.358	2.239	0	0	0
WAB038	0	11.486	0	0	0.676	0	7.432	2.252	0.901	0	0	0	27.027	0.225	0	0	0.225	0	0	0	0	0	17.793	0	4.505	2.252	0	14.189	0	0	0	0	1.126	1.351	6.081	2.477	0	0	0
EBL001	3.067	22.699	0.307	0	0	0	32.515	0	0.307	0	0	0	0.307	0	0	0.613	0	0	0	0	1.534	0	0	0	36.81	0.92	0	0.307	0	0	0.307	0.307	0	0	0	0	0	0	0
EBL002	2.996	0.749	2.247	0	0	0	29.963	0	0	4.12	0.375	0	1.873	0	0	4.12	0	0.375	0	0.375	0	0	0.749	0	38.577	4.12	0	5.993	0	0	0	0.749	0	1.498	0.749	0	0	0	0.375
EBL003	4.762	15.873	0.794	0	1.19	0.397	21.429	0	0	0	0.397	0	3.175	0	0	3.571	0	0	0	0	0.397	0	0.397	0	33.333	9.524	0	1.984	0	0	0	1.587	0	0.794	0	0	0	0	0.397
EBL004	0.288	20.173	0	0	0.288	0.576	27.666	0	0	0	0.288	0	0	0	0	5.476	0	0	0	0	0	0	0	0	38.905	5.764	0	0.576	0	0	0	0	0	0	0	0	0	0	0
EBL005	4.545	8.442	0.649	0	0	1.299	7.143	0.649	0	0.649	0	0	1.948	0	0	0	0	0	0	0	0	0	0	0	70.779	1.948	0	1.299	0	0	0	0	0	0	0	0	0	0	0.649
EBL006	2.16	5.556	0.926	0	0	0.309	13.889	0	0.309	0	0	0	0.926	0	0	0.617	0	0	0	0.309	0	0	0.309	0	72.84	1.235	0	0.309	0	0	0	0.309	0	0	0	0	0	0	0
EBL007	1.429	3.929	1.071	0	0	0	14.286	0	0	0	0	0	0.357	0	0	0	0	0	0	0	0	0	0	0	76.071	1.429	0	1.429	0	0	0	0	0	0	0	0	0	0	0
EBL008	1.475	1.77	1.18	0	0	0	16.519	0	0	0	0	0	1.475	0	0	1.475	0	0	0	0.295	0	0	0	0	74.041	1.475	0	0.295	0	0	0	0	0	0	0	0	0	0	0
EBL009	3.235	3.774	0.27	0	0	0	16.173	0	0	0	0	0	6.469	0	0	4.313	0	0	0	0.809	0	0	0	0	61.456	1.887	0	0.27	0	0	0.809	0.27	0	0	0	0	0	0	0.27
EBL010	1.333	7	0.333	0	0	0	17.333	0.333	0	0	0	0	0.667	0	0	1	0.333	0	0	0.333	0.667	0	0	0	68	1	0	0.667	0	0	0	1	0	0	0	0	0	0	0
EBL011	4.412	2.574	0.368	0	0	0	9.559	0	0.368	0	0	0	1.838	0	0	0.735	0	0	0.368	0.368	0	0	0	0	75.735	3.309	0	0.368	0	0	0	0	0	0	0	0	0	0	0
EBL012	1.961	3.922	0.327	0	0	0.327	14.379	0	0	0	0	0	5.556	0	0	2.288	0	0	0	0.327	0	0	0	0	68.954	0.98	0	0.654	0	0	0	0	0	0	0	0	0	0.327	0
EBL013	3.077	4.615	0.308	0	0	0	12.615	0.308	0	0	0	0	0.615	0	0	0.308	0	0	0	0.308	0	0	0	0	76.308	1.231	0	0	0	0	0	0.308	0	0	0	0	0	0	0
EBL014	4.063	1.806	0	0	0	0	8.126	0	0	0	0	0	1.129	0	0	1.354	0	0	0	0.677	0	0	0	0	81.941	0.451	0	0.226	0	0	0	0	0	0	0.226	0	0	0	0
EBL015	3.519	7.918	0	0	0	0	8.504	0	0	0	0	0	1.466	0	0	0	0	0	0	0	0	0	0	0	76.833	0.88	0	0.293	0	0	0	0.293	0	0	0.293	0	0	0	0
EBL016	2.083	1.488	0.298	0	0	0	11.31	0.298	0	0	0	0	1.786	0	0	0.893	0	0	0.298	1.19	0	0	0	0	80.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBL017	1.14	5.128	0.285	0	0	0	7.123	0	0	0	0.285	0	1.14	0	0	0.285	0	0	0	0	0.285	0	0	0	81.481	1.14	0	0.855	0	0	0.285	0	0	0	0.57	0	0	0	0
EBL018	0.864	9.503	0	0	0	0	27.43	0	0	0	0	0	3.888	0	0	0.864	0	0	0	0	0	0	0	0	47.948	8.639	0	0.864	0	0	0	0	0	0	0	0	0	0	0
EBL019	4.113	7.198	0	0	0.771	0.514	12.596	0	0	0	0	0	1.028	0	0	0	0	0	0	2.057	0	0	0	0	69.923	1.285	0	0.257	0	0	0	0.257	0	0	0	0	0	0	0
EBL020	0.612	4.893	0.306	0	0	0	17.737	0	0	0	0	0	1.835	0	0	0	0	0	0	0	0	0	0	0	71.865	1.223	0	0.612	0	0	0	0.612	0	0	0.306	0	0	0	0
EBL021	0	9.511	0.815	0	0.815	0	24.728	0	0	0	0	0	3.804	0	0	0	0	0	0	0	0	0	0	0	51.087	8.424	0	0.815	0	0	0	0	0	0	0	0	0	0	0
EBL022	6.849	2.466	0	0	0	0	6.849	0.274	0	0	0	0	0	0	0	0	0	0	0.274	0.274	0	0	0.274	0	82.192	0.548	0	0	0	0	0	0	0	0	0	0	0	0	0
EBL023	5.025	9.296	0	0	0	0	15.578	0	0	0	0	0	1.005	0	0	0.754	0	0	0	0	0	0	0.251	0	66.583	0.251	0	1.005	0	0	0	0.251	0	0	0	0	0	0	0
EBL024	1.246	7.477	0	0	0	0	14.642	0	0	0	0	0	0.623	0	0	0	0	0	0	0.623	0	0	0	0	72.897	1.246	0	0.935	0	0	0.312	0	0	0	0	0	0	0	0
EBL025	2.288	5.229	0.327	0	0.327	0	14.706	0	0	0	0	0	0.98	0	0	1.634	0	0	0	0.654	0	0	0	0	73.203	0.327	0	0.327	0	0	0	0	0	0	0	0	0	0	0
EBL026	0.926	2.407	0	0	0	0.185	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.741	0.37	0	0	0	0	0.185	0.185	0	0	0	0	0	0	0
EBL027	1.792	8.244	0.358	0	0	0.358	6.452	0	0	0	0	0	2.867	0	0	0.358	0	0	0	0	0.358	0	0	0	74.552	2.867	0	0.717	0	0	1.075	0	0	0	0	0	0	0	0
EBL028	9.545	9.545	0	0	0	0	6.364	0	0	0	0	0	0	0	0	0.909	0	0	0	0	0	0	0	0	71.364	2.273	0	0	0	0	0	0	0	0	0	0	0	0	0
EBL029	2.186	9.836	0.273	0	0	0	8.47	0	0	0	0	0	0.273	0	0	0	0	0	0	0.82	0	0	0.273	0	76.503	0.546	0	0.546	0	0	0	0.273	0	0	0	0	0	0	0
EBL030	2.73	3.97	0	0	0	0	5.707	0	0	0	0	0	0.993	0	0	0	0	0	0	0	0	0	0	0	85.112	1.489	0	0	0	0	0	0	0	0	0	0	0	0	0
EBL031	2.4	2.4	0.267	0	0.267	0	9.867	0	0	0	0	0	1.067	0	0	0	0	0	0	0.267	0	0	0	0	82.4	1.067	0	0	0	0	0	0	0	0	0	0	0	0	0
EBL032	7.263	5.587	0	0	0.279	0.279	9.777	0	0	0	0	0	1.397	0	0	0.279	0	0	0	0	0	0	0	0	73.464	1.397	0	0	0	0	0	0.279	0	0	0	0	0	0	0
EBL033	2.863	4.771	0.382	0	0.191	0	5.916	0	0.191	0	0	0	0.954	0	0	0	0	0	0	0	0.191	0	0	0	83.588	0.573	0	0.382	0	0	0	0	0	0	0	0	0	0	0
EBL034	1.464	5.649	0.209	0	0.209	0	7.113	0	0	0	0	0	1.255	0	0	0.209	0	0	0	0	0	0	0	0	81.799	1.674	0	0.209	0	0	0	0.209	0	0	0	0	0	0	0
EBL035	3.587	16.592	0	0	0.448	0	17.04	0	0	0	0	0	0	0	0	0.448	0	0	0	0	0	0	0	0	60.987	0.448	0	0.448	0	0	0	0	0	0	0	0	0	0	0
EBL036	0.826	20.386	0	0	0	0	13.774	0	0	0	0	0	2.479	0	0	0.551	0	0	0	0	0	0	0	0	59.504	1.377	0	0.826	0	0	0	0	0	0	0.275	0	0	0	0
EBL037	1.176	13.235	0.882	0	0	0	7.941	0	0	0	0.294	0	1.176	0	0	0.588	0	0	0	0	0	0	0	0	72.647	0.882	0	0.588	0	0	0	0.294	0	0	0.294	0	0	0	0
EBL038	0.552	14.365	0.829	0	0.276	0	19.613	0	0	0.276	0	0	2.762	0	0	1.105	0	0.552	0.276	0.552	0	0	0	0	56.63	1.934	0	0	0	0	0	0	0	0	0	0	0	0	0.276
EBL039	2.122	6.897	0.265	0	0.265	0	7.692	0	0	0	0	0	1.592	0	0	0.265	0	0	0	0.265	0	0	0	0	78.249	1.857	0	0.265	0	0	0	0	0	0	0.265	0	0	0	0
EBL040	0.962	9.615	0	0	0.321	0	8.654	0	0	0	0	0	1.282	0	0	0	0	0	0	0.321	0	0	0	0	77.244	1.603	0	0	0	0	0	0	0	0	0	0	0	0	0
EBL041	7.031	9.766	0	0	0.391	0.391	17.188	0	0	0	0	0	3.125	0	0	0.391	0	0.391	0	1.953	0	0.391	0	0	55.078	2.734	0	0.391	0	0	0	0	0	0.391	0.391	0	0	0	0
EBL042	0	4.049	0.81	0	0.405	0	6.073	0	0	0.405	0	0	0.81	0	0	1.215	0	0	0	0.81	0	0	0	0	82.996	1.215	0	0.81	0	0	0.405	0	0	0	0	0	0	0	0
EBL043	1.055	4.749	0.528	0	0	0	6.332	0	0	0	0	0	0.264	0	0	0	0	0	0	0.528	0	0	0	0	85.488	0.792	0	0	0	0	0	0	0	0	0.264	0	0	0	0
EBL044	0	3.738	0.312	0	0.312	0	5.296	0	0	0	0	0	0	0	0	0	0	0	0	0.623	0	0	0	0	86.916	1.869	0	0	0	0	0.312	0	0	0	0.623	0	0	0	0
EBL045	0.773	2.062	0.258	0	0	0.258	1.031	0	0	0.258	0	0	1.289	0	0	0	0	0	0	0.258	0	0	0	0	90.979	2.32	0	0.515	0	0	0	0	0	0	0	0	0	0	0
EBL046	0	15.522	1.194	0	0	0.299	17.015	0	0	0	0	0	3.881	0	0	0.299	0	0	0	0.597	0	0	0	0	60	0.896	0	0.299	0	0	0	0	0	0	0	0	0	0	0
EBL047	1.253	4.261	0.251	0	0	0	6.516	0	0	0	0	0	1.504	0	0	0.251	0	0.251	0	0.251	0	0	0	0	84.211	1.253	0	0	0	0	0	0	0	0	0	0	0	0	0
EBL048	0	8.596	1.719	0	0	0.287	11.461	0	0.287	0.287	0	0	0.573	0	0	0.287	0	0	0	0.287	0	0	0	0	74.499	1.433	0	0	0	0	0	0	0	0.287	0	0	0	0	0
EBL049	0.59	7.08	0	0	0.295	0	7.67	0	0	0	0	0	3.835	0	0	0	0	0	0	0.59	0	0	0	0	77.286	2.065	0	0.59	0	0	0	0	0	0	0	0	0	0	0
EBL050	1.007	13.423	0.336	0	0.336	0.336	11.745	0	0	0	0	0	6.04	0	0	0	0	0	0	0.336	0	0	0	0	63.423	2.685	0	0	0	0	0	0	0	0	0.336	0	0	0	0
EBL051	1.111	11.944	0.556	0	0.833	0	17.5	0	0	0	0	0	1.667	0	0	2.222	0	0	0	0.556	0	0	0	0	60.556	2.5	0	0.556	0	0	0	0	0	0	0	0	0	0	0
EBL052	0	17.804	0.593	0	0.297	0.297	19.881	0	0	0	0	0	4.748	0	0	0	0	0	0	1.187	0	0	0	0	52.226	2.077	0	0.89	0	0	0	0	0	0	0	0	0	0	0
EBL053	0.48	6.954	0	0	0.24	0	11.271	0	0	0	0	0	0.959	0	0	0	0.24	0	0	2.398	0	0	0	0	74.82	2.398	0	0.24	0	0	0	0	0	0	0	0	0	0	0
EBL054	0	17.241	0	0	0	1.149	14.368	0	0	0	0	0	10.057	0	0	0.575	0	0	0	0.287	0	0	0	0	51.437	3.736	0	0.287	0	0	0	0	0	0	0.862	0	0	0	0
EBL055	0.503	19.598	0	0	0.251	0	20.352	0	0	0	0	0	3.015	0	0	0.503	0	0.251	0	0.251	0	0	0	0	52.764	1.759	0	0.503	0	0	0	0	0	0	0.251	0	0	0	0
EBL056	0	17.28	1.133	0	0.283	0.283	13.881	0	0	0.283	0	0	4.533	0	0	0.567	0	0	0	0.567	0	0	0	0	57.507	2.833	0	0.567	0	0	0	0	0	0	0.283	0	0	0	0
EBL057	0.656	17.377	0.984	0	0.656	0	15.082	0	0.328	0	0	0	10.82	0	0	0.656	0	0	0	0.656	0	0.328	0	0	48.197	3.607	0	0.656	0	0	0	0	0	0	0	0	0	0	0
EBL058	1.18	11.504	0.295	0	0.59	0.59	14.749	0	0	0	0	0	4.425	0	0	0	0	0	0	1.18	0.295	0	0	0	59.292	3.54	0	1.475	0	0	0	0.295	0	0.295	0.295	0	0	0	0
EBL059	0	14.194	1.29	0	0.323	0.968	7.742	0.323	0	0	0	0	5.484	0	0	0.323	0	0	0	0.323	0	0	0	0	66.129	1.935	0	0.645	0	0	0	0	0	0	0.323	0	0	0	0
EBL060	0.84	26.611	0.56	0	0	0.56	5.602	0	0	0	0	0	5.042	0	0	0.84	0	0	0	0.28	0	0	0	0	56.863	1.961	0	0.28	0	0	0.28	0	0	0	0.28	0	0	0	0
EBL061	0.301	23.795	0.904	0	0.301	0.301	18.373	0	0	0	0	0	6.325	0	0	0	0	0	0	0.904	0	0	0	0	43.072	3.614	0	1.807	0	0	0	0	0	0	0.301	0	0	0	0
EBL062	0	7.331	0.88	0	1.173	0.587	9.091	0	0	0	0	0	6.745	0	0	0.293	0	0	0	0.587	0	0	0	0	69.501	3.519	0	0	0	0	0	0.293	0	0	0	0	0	0	0
EBL063	0	23.358	1.46	0	0	0.365	10.949	0	0	0	0	0	7.664	0	0	1.095	0	0	0	0	0	0	0	0	51.46	2.92	0	0.73	0	0	0	0	0	0	0	0	0	0	0
EBL064	0.472	12.736	0.708	0	0.472	0	16.509	0	0	0.708	0	0	2.83	0	0	0.472	0	0	0	1.179	0.472	0	0	0	58.491	4.009	0	0.236	0	0	0	0.236	0	0	0.472	0	0	0	0
EBL065	0	23.81	0.893	0	0.298	0.893	22.024	0	0	0.595	0	0	5.655	0	0	0	0	0	0	0.595	0	0	0	0	41.369	3.571	0	0	0	0	0	0	0	0	0.298	0	0	0	0
EBL066	0	13.315	0.815	0	1.902	0	26.63	0	0	0.815	0	0	9.783	0	0	0	0	0	0	0	0	0	0	0	38.043	5.978	0	1.902	0	0	0	0	0	0	0.815	0	0	0	0
EBL067	0.292	7.872	0.292	0	0.875	0.292	19.242	0	0	0	0	0	9.329	0	0	0.583	0	0	0	0.875	0	0	0	0	51.604	6.414	0	1.749	0	0	0	0.292	0	0	0.292	0	0	0	0
EBL068	1.183	13.609	0	0	0.592	0.296	14.201	0	0.296	0	0	0	7.101	0	0	0.592	0	0	0	0	0	0	0	0	58.876	2.071	0	0.592	0	0	0	0	0	0	0.592	0	0	0	0
EBL069	0.482	15.181	0	0	0	0.482	22.41	0.241	0	0	0	0	2.892	0	0	0.723	0	0	0	0.723	0	0	0	0	52.771	2.651	0	1.446	0	0	0	0	0	0	0	0	0	0	0
EBQ001	3.627	16.58	4.663	0	0	1.036	29.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.233	7.772	0	2.073	0	0	0	0	0	0	0	0	0	0	0
EBQ002	2.145	13.941	0.268	0	0.268	0	42.359	0	0	0	0	0	0.804	0	0	0.268	0	0.804	0.268	0.268	0.536	0	1.072	0	31.367	3.753	0	0.536	0	0	0.268	0.268	0	0.536	0	0	0	0.268	0
EBQ003	1.351	0.676	1.351	0	0	0	6.757	0	0	0	0	0	28.378	0	0	1.351	0	0	0	0	0.676	0	0	0	38.514	18.243	0	2.027	0	0	0	0	0	0.676	0	0	0	0	0
EBQ004	0	5.102	1.02	0	0	0	35.714	0	0	0	0	0	1.02	0	0	0	0	1.02	1.02	0	0	0	0	0	42.857	10.204	0	1.02	0	0	0	0	0	0	1.02	0	0	0	0
EBQ005	4.721	20.172	3.004	0	0	0.429	24.893	0	0	0	0	0.429	0.858	0	0	0	0	0	0	0	0	0	0	0	38.197	5.579	0	0.429	0	0	0.858	0	0	0.429	0	0	0	0	0
EBQ006	0.467	13.785	3.738	0	2.57	0	11.916	0	0	0.234	0.234	0.467	1.636	0	0	1.168	0	0	0.701	1.168	0	0	0	0	43.458	13.318	0	1.168	0	0	0.467	2.336	0	0	0.234	0	0	0	0.935
EBQ007	3.785	12.303	0.946	0	0.631	0	23.659	0	0	0	0	0	0.631	0	0	0.631	0	0	0.631	0.631	0.631	0	0	0	39.748	14.196	0	0.946	0	0	0	0	0	0	0.631	0	0	0	0
EBQ008	0.658	4.825	0.219	0	1.754	0	19.956	0	0	0	0	0.219	1.316	0	0	0.877	0	0	0.439	0	0	0	0	0	53.728	12.939	0	1.316	0	0	0	1.316	0	0	0	0	0	0	0.439
EBQ009	8.696	5.017	0.334	0	0.334	0	15.719	0	0	0	0	0	0.334	0	0	0.334	0	0	0.334	0	0.334	0	0	0	57.86	9.699	0	1.003	0	0	0	0	0	0	0	0	0	0	0
EBQ010	0.329	14.145	2.632	0	1.645	0	15.789	0	0	0.987	0	0	0.329	0	0	0	0	0	0	0.329	0.329	0	0.329	0	46.053	14.474	0	0.329	0	0	0	0.987	0	0	0.987	0	0	0.329	0
EBQ011	5.502	8.852	0.957	0	0.239	0	13.636	0	0	0.239	0	0.239	0.478	0	0	0.478	0	0.239	0.239	0.478	0.718	0	0	0	61.244	5.981	0	0.239	0	0	0	0	0	0	0	0	0	0.239	0
EBQ012	0	9.859	1.408	0	2.347	0.704	11.268	0	0	0	0	0	3.521	0	0	0	0	0	0.469	0.469	4.46	0	0	0	48.592	13.38	0	0.469	0	0	0	1.174	0	0.235	0.939	0	0	0	0.704
EBQ013	2.875	7.987	0.958	0	0	0	8.946	0	0	0	0.319	0	0	0	0	0.958	0	0	0	0.639	0.319	0	0	0	64.856	11.502	0	0.319	0	0	0	0	0	0	0.319	0	0	0	0
EBQ014	0.246	27.273	1.474	0	0.983	0	9.828	0	0	0.246	0.246	0	1.474	0	0	1.474	0	0	0	0.737	1.966	0	0	0	27.764	23.342	0	0.737	0	0	0	0.737	0	0.246	1.229	0	0	0	0
EBQ015	0	34.247	0.587	0	0.196	0.783	14.873	0	0	0.196	0	0	1.566	0	0	2.74	0	0	0	0	0.587	0	0	0	28.571	13.894	0	0	0	0	0.196	0.391	0	0.391	0.587	0	0	0	0.196
EBQ016	0.262	9.162	1.047	0	0.524	0	11.257	0	0	0	0	0	1.047	0	0	0	0	0	0.262	1.309	0.262	0	0	0	42.67	29.581	0	0	0	0	0	2.094	0	0	0.524	0	0	0	0
EBQ017	0	29.795	0.745	0	1.117	0	11.732	0	0	0.186	0	1.304	1.304	0	0	0.372	0	0	0.559	0.931	0.186	0	0	0	31.471	18.063	0	0.559	0	0	0.372	0.372	0	0.372	0	0	0	0	0.559
EBQ018	0	23.342	0	0	0	0.737	6.88	0	0	0	0	0.983	1.72	0	0	0	0	0	0	1.72	0	0	0	0	40.786	23.096	0	0.491	0	0	0	0.246	0	0	0	0	0	0	0
EBQ019	0	17.799	0.703	0	0.468	1.405	6.557	0	0	0.468	0.234	0.234	3.747	0	0	0.937	0	0	0.468	2.108	0	0	0	0	38.407	23.185	0	1.171	0	0	1.171	0.234	0	0	0.703	0	0	0	0
EBQ020	0	4.886	0.977	0	0.651	0	5.212	0	0	0.651	0	0.326	2.932	0	0	0	0	0	0	0.977	0	0	0	0	69.381	12.378	0	0	0	0	0.326	0.326	0	0	0.651	0	0	0.326	0
EBQ021	0	42.417	0	0	0	0.711	23.697	0	0	0	0	0.237	0.711	0	0	0.948	0	0	0.474	0.474	0.237	0.237	0	0	25.355	1.896	0	2.37	0	0	0	0.237	0	0	0	0	0	0	0
EBQ022	0.457	16.438	0.228	0	0.457	0.228	18.037	0	0	0.228	0.228	0	0.685	0	0	0.913	0	0	0	0.685	2.511	0	0	0	51.142	5.479	0	0.913	0	0	0	1.142	0	0	0.228	0	0	0	0
EBQ023	0	12.316	0.551	0	0	0.184	11.029	0	0	0.184	0	0.184	2.574	0	0	0.735	0	0	0	0.184	0.184	0	0	0	68.566	1.838	0	0.551	0	0	0	0.368	0	0	0.551	0	0	0	0
EBQ024	0.405	7.895	0.81	0	0.81	0.405	10.526	0	0	0.202	0	0.202	2.834	0	0	0.202	0	0	0.202	0	0	0	0	0	72.874	2.024	0	0.202	0	0	0	0.202	0	0	0.202	0	0	0	0
EBQ025	1.271	4.873	0.847	0	0.212	0	9.322	0	0	0	0	0	2.542	0	0	0	0	0	0.212	0.212	0	0.212	0	0	77.754	2.119	0	0.212	0	0	0	0	0	0.212	0	0	0	0	0
EBQ026	0	22.222	0.98	0	0.98	0	27.124	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	41.83	2.941	0	0.98	0	0	1.961	0	0	0	0	0	0	0	0
EBQ027	0.181	5.616	0.725	0	0.181	0	4.891	0	0	0	0	0	1.993	0	0	0	0	0	0	0.362	0	0	0.181	0	83.333	1.449	0	0.543	0	0	0	0	0	0.181	0.362	0	0	0	0
EBQ028	0.174	4.167	0.521	0	0.521	0	3.993	0	0	0.174	0	0	0.694	0	0	0	0	0	0	0	0	0	0.174	0	88.715	0.694	0	0.174	0	0	0	0	0	0	0	0	0	0	0
EBQ029	0.382	3.053	0.382	0	0.382	0	3.626	0	0	0	0	0	1.718	0	0	0.191	0	0	0	0.191	0	0	0	0	88.168	1.718	0	0.191	0	0	0	0	0	0	0	0	0	0	0
EBQ030	0.18	10.971	1.079	0.18	0.18	0	17.446	0	0	0.18	0	0.18	1.259	0	0	0	0	0	0	0.18	0	0	0	0	64.568	1.799	0	0.719	0	0	0	0.36	0	0	0.54	0	0	0	0.18
EBQ031	0.179	4.821	0.893	0	0	0	7.143	0	0	0	0	0	3.214	0	0	0	0	0	0	0	0	0	0	0	81.429	1.964	0	0.179	0	0	0	0.179	0	0	0	0	0	0	0
EBQ032	0.461	23.272	0	0	0.922	0.922	13.594	0	0	0	0	0.691	3.687	0	0	2.995	0	0	0	0.23	0.691	0	0	0	43.318	6.912	0	1.843	0	0	0.23	0	0	0.23	0	0	0	0	0
EBQ033	0	18.352	0	0	0.375	0	25.468	0	0	0	0	0	7.491	0	0	0.749	0	0	0	0	0	0	0	0	43.446	2.622	0	1.124	0	0	0	0	0	0	0.375	0	0	0	0
EBQ034	0.192	8.621	1.341	0	0.383	0.192	20.881	0	0	0	0	0	3.257	0	0	0	0	0.383	0.192	0	0	0	0	0	61.111	0.958	0.192	1.341	0	0	0	0.192	0	0	0.766	0	0	0	0
EBQ035	0.547	6.752	0.365	0	0.182	0	12.591	0	0	0.182	0	0	2.372	0	0	0.73	0	0	0	0.182	0.182	0	0	0	72.08	1.825	0	1.277	0	0	0	0.182	0	0.182	0.365	0	0	0	0
EBQ036	0.364	7.468	1.093	0	0	0.182	10.929	0	0	0	0	0.182	2.732	0	0	0.182	0	0	0	0.182	0	0	0	0	73.77	2.004	0.182	0.364	0	0	0.182	0	0	0	0	0	0	0	0.182
EBQ037	0	6.723	0.84	0	0	0	7.983	0	0	0	0	0	0.84	0	0	0	0	0	0	0	0	0	0	0	71.849	11.765	0	0	0	0	0	0	0	0	0	0	0	0	0
EBQ038	0	9.572	1.222	0	0.407	0.407	16.09	0	0	0.611	0	0.407	1.426	0	0	0.815	0	0	0.204	0.611	0.204	0	0	0	64.155	2.444	0	1.018	0	0	0	0.204	0	0	0	0	0	0	0.204
EBQ039	0	12.075	3.231	0	0.17	0.17	13.605	0	0.17	0.34	0	0.17	0.68	0	0	1.02	0	0	0	0.68	0.51	0	0	0	63.265	2.721	0	1.19	0	0	0	0	0	0	0	0	0	0	0
EBQ040	0	14.07	1.843	0	0.67	0	13.735	0	0	0.335	0	0.67	2.178	0	0	0.838	0	0	0.168	0.503	0.67	0.168	0	0	61.307	1.508	0	0.67	0	0	0	0.168	0	0	0.503	0	0	0	0
EBQ041	0	8.125	1.563	0	0.625	0.156	11.563	0	0	0.781	0	0.156	0.781	0	0	0.625	0	0	0.156	0.313	0	0.156	0.156	0	71.719	1.875	0	0.938	0	0	0	0	0	0	0.313	0	0	0	0
EBQ042	0	13.864	0	0	0.737	0.147	11.209	0	0	0.147	0	0.147	0.442	0	0	0	0	0.147	0	0.147	0	0	0	0	70.501	1.327	0	0.59	0	0.147	0	0.147	0	0	0.147	0	0	0.147	0
EBQ043	0.197	8.858	1.181	0	0.394	0	16.929	0	0.197	0.394	0	0.591	1.969	0	0	0.984	0	0	0.197	0.787	0	0	0	0	64.37	1.772	0	0.787	0	0	0	0	0	0	0.197	0	0	0	0.197
EBQ044	0	11.908	0.763	0	0.611	0	17.252	0	0	0.153	0	0.458	0.458	0	0	0.458	0	0	0.153	0.458	0.458	0	0	0	63.969	1.832	0	0.916	0	0	0	0	0	0	0.153	0	0	0	0
EBQ045	0	17.949	0	0	0	1.282	23.718	0	0	0.641	0	0.321	5.128	0	0	0.962	0.321	0	0	0.641	0	0	0	0	44.231	3.526	0	0.641	0	0	0	0.321	0	0	0.321	0	0	0	0
EBQ046	0	13.863	0.37	0	0.555	0.37	9.982	0	0	0.185	0	0.37	1.664	0	0	1.109	0	0	0	0.739	0.185	0	0	0	67.837	2.218	0	0.37	0	0	0	0	0	0	0.185	0	0	0	0
EBQ047	0	19.516	1.613	0	1.452	0.161	6.935	0	0	0.161	0	0.161	0.806	0	0	0.645	0	0	0	0.161	0.161	0	0	0	64.194	2.581	0	0.806	0	0	0	0.161	0	0.161	0	0	0	0	0.323
EBQ048	0	18.327	1.316	0	0.47	0.094	10.902	0	0	0.188	0	0.658	0.846	0	0	1.034	0	0	0	0.094	0.564	0	0	0	56.955	7.519	0	0.752	0	0	0.094	0.094	0	0	0.094	0	0	0	0
EBQ049	0	11.204	0.715	0	0.358	0.358	13.111	0	0	0.477	0	0.358	3.576	0	0	0.477	0	0	0	0.596	0.119	0	0	0	65.435	2.145	0	0.477	0	0	0	0.238	0	0	0.358	0	0	0	0
EBQ050	0.171	12.671	1.199	0	1.199	0.171	13.014	0	0	0.342	0	0.514	1.027	0	0	0.685	0	0	0	0.171	0.171	0	0	0	65.753	1.199	0	1.199	0	0	0	0.342	0	0	0.171	0	0	0	0
EBQ051	0	8.924	0.992	0	0.425	0	8.074	0	0.283	0.283	0	0.283	0.708	0	0	0.85	0	0	0	0.567	0	0	0	0	75.354	2.691	0	0.283	0	0	0	0.142	0	0	0.142	0	0	0	0
EBQ052	0	27.208	1.14	0	0.712	0.142	17.664	0	0	0.142	0	0.142	0.142	0	0	0.712	0.142	0	0	0.427	0.427	0	0	0	48.433	1.852	0	0.142	0	0	0	0	0	0.142	0.285	0	0	0	0.142
EBQ053	0	32.055	1.377	0	2.557	0.393	18.682	0	0	0.197	0	0	3.54	0	0	1.77	0	0	0	0.197	0	0	0	0	28.515	8.948	0	0.787	0	0	0	0	0	0.098	0.885	0	0	0	0
EBQ054	0	29.474	1.368	0	1.158	0.316	16.632	0	0	0.316	0	0	1.579	0	0	2.211	0	0	0	0.211	0	0	0	0	35.053	10.105	0	0.737	0	0	0	0	0	0.421	0.421	0	0	0	0
EBQ055	0	62.408	0.587	0	0.734	0	12.922	0	0	0	0	0	3.377	0	0	0.881	0	0	0	0	0	0	0	0	12.922	4.699	0	0.881	0	0	0	0	0	0.147	0.441	0	0	0	0
