Obsname	tdjf	tmam	tjja	tson	tjjas	tjan	tfeb	tmar	tapr	tmay	tjun	tjul	taug	tsep	toct	tnov	tdec	ptotal	pdjf	pmam	pjja	pson	pjjas	pjan	pfeb	pmar	papr	pmay	pjun	pjul	paug	psep	poct	pnov	pdec	sann	sdjf	smam	sjja	sson	sjjas	sjan	sfeb	smar	sapr	smay	sjun	sjul	saug	ssep	soct	snov	sdec	gdd0	gdd5	mipt	aaetpt	apetpt	miptev	aaetptev	apetptev	miptdc	aaetptdc	apetptdc
WSAW025	-12	-4.73333333333333	9.56666666666667	-0.333333333333333	8.8	-11.6	-13.3	-10.6	-6.1	2.5	7.8	10.7	10.2	6.5	-0.8	-6.7	-11.1	406	65	53	151	137	52	20	16	15	17	21	31	46	74	57	44	36	29	46.1666666666667	50.6	53.1666666666667	40.6333333333333	40.2666666666667	40.75	44.1	59.8	56.9	53.2	49.4	43.8	41.1	37	41.1	40.8	38.9	47.9	1116.7	428.2	0.817	290.2859	355.3145	0.8018	263.0156	328.0442	0.746	180.8251	242.3871
WSAW026	-12.6666666666667	-4.7	9.96666666666667	-0.7	9.125	-12.4	-13.8	-10.9	-6	2.8	8.2	11.1	10.6	6.6	-1.2	-7.5	-11.8	393	60	52	154	127	52.25	19	14	15	17	20	32	48	74	55	40	32	27	46.9833333333333	51.8666666666667	53.8666666666667	41.1333333333333	41.0666666666667	41.3	45.4	60.7	57.4	53.7	50.5	44.3	41.6	37.5	41.8	41.6	39.8	49.5	1158.9	467.1	0.9436	339.7022	360.0246	0.9389	312.5466	332.869	0.9259	232.4662	251.0787
WSAW027	-15.0333333333333	-4.43333333333333	11.3	-1.43333333333333	10.275	-15	-15.4	-11.8	-5.4	3.9	9.7	12.7	11.5	7.2	-2	-9.5	-14.7	375	49	52	166	108	55.5	15	14	17	17	18	34	51	81	56	30	22	20	47.4833333333333	51.7333333333333	54.6666666666667	42.0666666666667	41.4666666666667	42.125	46.2	60	57.7	54.3	52	45.4	42.4	38.4	42.3	41.6	40.5	49	1319.5	608.1	0.8808	330.1771	374.8754	0.8761	307.1504	350.6024	0.8495	238.2837	280.5144
WSAW028	-13.6	-4.73333333333333	10.5333333333333	-1.06666666666667	9.6	-13.4	-14.5	-11.3	-6	3.1	8.7	11.8	11.1	6.8	-1.6	-8.4	-12.9	373	51	48	157	117	52.75	16	12	14	16	18	32	49	76	54	36	27	23	47.2666666666667	51.9666666666667	54.4	41.5333333333333	41.1666666666667	41.65	45.5	60.7	57.6	54.2	51.4	44.9	42	37.7	42	41.6	39.9	49.7	1219.9	523.9	0.9022	327.6654	363.2026	0.8949	302.7411	338.2783	0.8845	229.9368	259.9606
WSAW029	-14.7	-4.6	11.1333333333333	-1.33333333333333	10.125	-14.6	-15.3	-11.7	-5.7	3.6	9.4	12.5	11.5	7.1	-1.9	-9.2	-14.2	368	47	49	163	109	54.5	14	13	15	16	18	33	50	80	55	31	23	20	47.3583333333333	51.6	54.6666666666667	41.9	41.2666666666667	41.95	45.7	60.1	57.7	54.4	51.9	45.3	42.3	38.1	42.1	41.5	40.2	49	1293.9	588.2	0.8507	314.8139	370.0488	0.8419	291.1836	345.8538	0.8076	220.6622	273.2386
WSAW030	-13.1	-4.86666666666667	10.1333333333333	-0.866666666666667	9.275	-12.8	-14.2	-11.2	-6.2	2.8	8.3	11.4	10.7	6.7	-1.4	-7.9	-12.3	377	54	49	152	122	51.5	17	13	14	16	19	31	47	74	54	38	30	24	46.8666666666667	51.4666666666667	54.1	41.2333333333333	40.6666666666667	41.325	44.5	60.6	57.4	54	50.9	44.6	41.8	37.3	41.6	41.2	39.2	49.3	1174.9	484.2	0.8668	309.8078	357.3979	0.8566	284.1941	331.7841	0.8338	211.3573	253.4977
WSAW031	-15.6333333333333	-5.46666666666667	10.8666666666667	-2	9.85	-15.4	-16.2	-12.8	-6.5	2.9	8.7	12.4	11.5	6.8	-2.6	-10.2	-15.3	353	43	44	164	102	54.5	14	12	14	14	16	31	52	81	54	28	20	17	46.3416666666667	49.8	54.5333333333333	41.3666666666667	39.6666666666667	41.225	43.1	59.2	57.4	54.6	51.6	45.1	42	37	40.8	39.9	38.3	47.1	1236.2	552.8	0.8387	296.2357	353.2066	0.8293	273.5016	329.8058	0.7842	201.5412	257.013
WSM001	-27.8333333333333	-13.4	10.6333333333333	-9	8.675	-28.9	-28.5	-24.4	-14.3	-1.5	9.2	12.8	9.9	2.8	-8.3	-21.5	-26.1	243	43	40	96	64	29.25	15	12	12	13	15	22	34	40	21	26	17	16	34.75	22.2	49.3	44.1333333333333	23.3666666666667	40.75	18.4	38.6	50.2	52	45.7	45	45.3	42.1	30.6	21.4	18.1	9.6	1013	458.4	0.6447	191.0823	296.3668	0.6904	187.5383	271.6567	0.6919	147.2541	212.8155
WSM002	-27.6666666666667	-13.4666666666667	10.2666666666667	-8.9	8.375	-28.8	-28.3	-24.3	-14.3	-1.8	8.6	12.5	9.7	2.7	-8.1	-21.3	-25.9	228	40	36	92	60	28	14	11	11	12	13	21	33	38	20	24	16	15	34.7666666666667	22.2	49.5	44.1666666666667	23.2	40.7	18.5	38.6	50.4	52.3	45.8	45.1	45.4	42	30.3	21.2	18.1	9.5	974.3	427.2	0.6097	178.102	292.1133	0.6563	175.5673	267.5164	0.6517	135.7044	208.2448
WSM003	-27.7666666666667	-13.6666666666667	9.66666666666667	-8.83333333333333	7.9	-29	-28.4	-24.5	-14.3	-2.2	8	11.8	9.2	2.6	-7.9	-21.2	-25.9	202	33	30	88	51	26.5	11	9	9	10	11	20	32	36	18	20	13	13	34.85	22.4333333333333	50	44.1333333333333	22.8333333333333	40.475	19	38.8	50.9	53.2	45.9	45.3	45.4	41.7	29.5	20.8	18.2	9.5	913.6	375.8	0.5321	152.1389	285.9184	0.5818	151.9411	261.139	0.5593	111.1705	198.7811
WSM004	-27.8	-13.1333333333333	11.4	-8.93333333333333	9.35	-28.8	-28.4	-24.2	-14.2	-1	10.2	13.6	10.4	3.2	-8.4	-21.6	-26.2	256	44	42	98	72	30.5	16	11	11	13	18	22	33	43	24	30	18	17	34.925	22.0666666666667	49.4666666666667	44.4	23.7666666666667	41.15	17.9	38.6	50.4	51.9	46.1	45.2	45.6	42.4	31.4	21.6	18.3	9.7	1098	527.9	0.4977	150.8826	303.1851	0.525	146.7241	279.4947	0.4877	109.3551	224.2387
WSM005	-27.8	-14.5333333333333	8.43333333333333	-10.3666666666667	6.575	-29.2	-28.3	-24.2	-15.9	-3.5	6.6	10.8	7.9	1	-10.3	-21.8	-25.9	229	28	30	113	58	34.5	9	9	10	9	11	28	37	48	25	20	13	10	34.9916666666667	23.2333333333333	49.4333333333333	42.4333333333333	24.8666666666667	39.95	18.9	39.4	51.2	50.9	46.2	43.7	43.7	39.9	32.5	22.1	20	11.4	759.2	271.7	0.8341	227.6854	272.9848	0.8945	216.5744	242.1238	0.9632	166.1504	172.5063
WSM006	-27.6333333333333	-13.6666666666667	10.3666666666667	-8.8	8.5	-28.7	-28.3	-24.6	-14.5	-1.9	8.7	12.6	9.8	2.9	-8.1	-21.2	-25.9	225	40	36	89	60	27.25	14	11	10	12	14	20	31	38	20	25	15	15	34.8333333333333	22.2	49.6	44.2666666666667	23.2666666666667	40.8	18.4	38.7	50.5	52.4	45.9	45.2	45.5	42.1	30.4	21.2	18.2	9.5	986.9	436.9	0.6074	176.7552	290.9795	0.6517	174.4869	267.7572	0.648	135.2181	208.6663
WSM007	-27.7666666666667	-13.5333333333333	10.8666666666667	-9.06666666666667	8.875	-28.7	-28.5	-24.4	-14.6	-1.6	9.5	13.1	10	2.9	-8.6	-21.5	-26.1	245	42	40	96	67	29.75	15	11	11	12	17	21	33	42	23	27	17	16	34.8833333333333	22.1333333333333	49.4666666666667	44.2	23.7333333333333	40.975	18	38.7	50.5	51.9	46	45.1	45.4	42.1	31.3	21.5	18.4	9.7	1035.2	478.6	0.638	188.9812	296.1972	0.6795	184.3373	271.274	0.6816	147.9515	217.0497
WSM008	-27.8666666666667	-14.8333333333333	8.23333333333333	-10.5666666666667	6.375	-29.3	-28.4	-24.6	-16.2	-3.7	6.4	10.6	7.7	0.8	-10.5	-22	-25.9	225	27	29	113	56	34.25	9	8	10	9	10	28	37	48	24	19	13	10	34.9083333333333	23.2	49.4	42.3	24.7333333333333	39.8	18.9	39.3	51.2	50.9	46.1	43.6	43.6	39.7	32.3	22	19.9	11.4	736.4	256	0.6239	168.9938	270.8885	0.6909	164.8599	238.6224	0.6951	118.1516	169.976
WSM009	-27.5666666666667	-13.7333333333333	10.2666666666667	-8.73333333333333	8.425	-28.6	-28.3	-24.6	-14.6	-2	8.5	12.5	9.8	2.9	-8	-21.1	-25.8	217	37	34	87	59	26.75	13	10	10	11	13	19	31	37	20	24	15	14	34.8666666666667	22.2	49.7333333333333	44.3333333333333	23.2	40.825	18.4	38.7	50.7	52.6	45.9	45.3	45.6	42.1	30.3	21.1	18.2	9.5	976.9	428.7	0.5625	162.9718	289.7095	0.6041	160.3453	265.4213	0.5814	119.5907	205.688
WSM010	-27.7666666666667	-14.1666666666667	9.36666666666667	-8.96666666666667	7.625	-28.9	-28.5	-24.9	-14.9	-2.7	7.5	11.5	9.1	2.4	-8.1	-21.2	-25.9	195	32	29	84	50	25.5	11	9	9	10	10	19	30	35	18	20	12	12	34.8	22.3666666666667	49.9666666666667	44.0666666666667	22.8	40.4	18.8	38.8	51	53.2	45.7	45.2	45.4	41.6	29.4	20.7	18.3	9.5	877.5	350.7	0.5154	144.3425	280.0744	0.5635	144.1239	255.7447	0.5389	104.071	193.1224
WSM011	-27.7	-13.7	10.9	-9.03333333333333	8.95	-28.6	-28.4	-24.6	-14.8	-1.7	9.5	13.2	10	3.1	-8.5	-21.7	-26.1	238	41	38	93	66	29	15	11	10	12	16	20	32	41	23	27	16	15	34.9	22	49.6	44.4	23.6	41.075	17.9	38.6	50.6	52.2	46	45.3	45.7	42.2	31.1	21.4	18.3	9.5	1041.7	483	0.6281	185.3992	295.1613	0.6658	180.7026	271.4262	0.6665	144.8953	217.4027
WSM012	-27.7	-14.2	9.26666666666667	-8.86666666666667	7.575	-28.8	-28.5	-24.9	-14.9	-2.8	7.4	11.4	9	2.5	-8	-21.1	-25.8	187	29	27	82	49	25	10	8	8	9	10	18	30	34	18	19	12	11	34.9	22.4333333333333	50.2333333333333	44.2	22.7333333333333	40.45	18.9	38.9	51.3	53.6	45.8	45.5	45.5	41.6	29.2	20.6	18.4	9.5	869.9	343	0.4882	136.2418	279.063	0.5332	136.0448	255.1713	0.5013	96.5498	192.5894
WSM013	-27.7	-14.3666666666667	9.16666666666667	-8.93333333333333	7.475	-28.8	-28.5	-25	-15.1	-3	7.3	11.3	8.9	2.4	-8.1	-21.1	-25.8	184	29	27	81	47	24.5	10	8	8	9	10	18	29	34	17	19	11	11	34.8583333333333	22.4333333333333	50.1666666666667	44.1	22.7333333333333	40.375	18.9	38.9	51.3	53.5	45.7	45.3	45.5	41.5	29.2	20.6	18.4	9.5	857.1	334.2	0.484	133.8369	276.5414	0.53	133.7111	252.2961	0.4947	93.7028	189.429
WSM014	-27.9666666666667	-14.6666666666667	8.36666666666667	-9	6.775	-29.1	-28.8	-25.3	-15.3	-3.4	6.6	10.3	8.2	2	-7.9	-21.1	-26	169	26	22	79	42	24	9	7	7	7	8	17	29	33	17	16	9	10	35.125	23.0333333333333	51.1	44.1666666666667	22.2	40.075	19.9	39.5	52.5	55.1	45.7	45.8	45.8	40.9	27.8	19.9	18.9	9.7	773.4	267.4	0.6206	167.2137	269.4268	0.6774	165.5814	244.4385	0.6816	120.626	176.9664
WSM015	-27.2666666666667	-14.3666666666667	10.1666666666667	-9.36666666666667	8.4	-28.2	-27.8	-24.8	-15.4	-2.9	8.5	12.5	9.5	3.1	-8.9	-22.3	-25.8	211	35	30	82	64	26.25	12	10	9	9	12	16	28	38	23	26	15	13	34.8916666666667	22	49.7	44.2	23.6666666666667	40.95	17.7	38.7	50.9	52.2	46	45.2	45.5	41.9	31.2	21.3	18.5	9.6	963	420.1	0.6177	175.9719	284.902	0.6568	170.4413	259.5217	0.6626	135.841	205.0193
WSM016	-27.2333333333333	-14.6	9.93333333333333	-9.43333333333333	8.2	-28.1	-27.8	-24.9	-15.7	-3.2	8.2	12.3	9.3	3	-9	-22.3	-25.8	206	33	30	81	62	26	12	9	9	9	12	16	28	37	23	25	14	12	34.875	22.0333333333333	49.7333333333333	44.0666666666667	23.6666666666667	40.85	17.7	38.8	51	52.2	46	45.1	45.4	41.7	31.2	21.3	18.5	9.6	937.2	400.1	0.63	177.0795	281.0616	0.657	167.9816	255.6738	0.6479	129.6221	200.0604
WSM017	-27.2666666666667	-14.6	10	-8.93333333333333	8.275	-28.1	-28	-25.1	-15.7	-3	8.1	12.3	9.6	3.1	-8.4	-21.5	-25.7	205	33	30	80	62	25.75	11	9	8	10	12	16	27	37	23	25	14	13	34.9583333333333	22	49.9333333333333	44.3666666666667	23.5333333333333	41	17.8	38.7	51.1	52.7	46	45.4	45.8	41.9	30.9	21.2	18.5	9.5	947.8	407.5	0.6323	178.3535	282.0695	0.6588	170.0925	258.1783	0.6557	132.2481	201.6856
WSM018	-27.1333333333333	-14.9	9.66666666666667	-8.93333333333333	7.975	-28	-27.9	-25.3	-16	-3.4	7.6	12	9.4	2.9	-8.4	-21.3	-25.5	193	32	27	76	58	24.5	11	9	7	9	11	15	26	35	22	23	13	12	34.9333333333333	22.0333333333333	49.9666666666667	44.2666666666667	23.4666666666667	40.9	17.8	38.8	51.2	52.7	46	45.4	45.7	41.7	30.8	21.1	18.5	9.5	910.3	379.4	0.6498	180.1966	277.296	0.6838	173.1761	253.2566	0.6922	135.7712	196.1313
WSM019	-27.1333333333333	-15	9.6	-8.93333333333333	7.925	-28	-27.9	-25.4	-16.1	-3.5	7.4	12	9.4	2.9	-8.4	-21.3	-25.5	193	32	27	76	58	24.5	11	9	7	9	11	15	26	35	22	23	13	12	34.9416666666667	22.0666666666667	49.9666666666667	44.2666666666667	23.4666666666667	40.9	17.9	38.8	51.2	52.7	46	45.4	45.7	41.7	30.8	21.1	18.5	9.5	903.8	375.1	0.5527	152.3853	275.6909	0.5745	145.1094	252.5827	0.547	105.808	193.4273
WSM020	-27.1666666666667	-15.0333333333333	9.53333333333333	-8.93333333333333	7.85	-28	-28	-25.4	-16.1	-3.6	7.3	11.9	9.4	2.8	-8.4	-21.2	-25.5	193	32	27	76	58	24.5	11	9	7	9	11	15	26	35	22	23	13	12	34.925	22.1	49.9666666666667	44.2	23.4333333333333	40.825	17.9	38.8	51.2	52.7	46	45.3	45.6	41.7	30.7	21.1	18.5	9.6	895	369.1	0.6395	175.7529	274.8103	0.6721	168.2865	250.4062	0.6723	129.6611	192.8555
WSM021	-27.0333333333333	-15.1333333333333	9.36666666666667	-8.7	7.75	-27.9	-27.9	-25.5	-16.2	-3.7	7	11.7	9.4	2.9	-8.1	-20.9	-25.3	184	30	26	72	56	23.25	10	9	7	9	10	14	25	33	21	22	13	11	34.9583333333333	22.0666666666667	50.1333333333333	44.3	23.3333333333333	40.85	17.9	38.8	51.4	53	46	45.5	45.7	41.7	30.5	21	18.5	9.5	882	357.2	0.6106	166.3558	272.4254	0.6437	160.47	249.3113	0.6398	121.3191	189.6107
WSM022	-27.0333333333333	-15.1333333333333	9.36666666666667	-8.7	7.75	-27.9	-27.9	-25.5	-16.2	-3.7	7	11.7	9.4	2.9	-8.1	-20.9	-25.3	184	30	26	72	56	23.25	10	9	7	9	10	14	25	33	21	22	13	11	34.9583333333333	22.0666666666667	50.1333333333333	44.3	23.3333333333333	40.85	17.9	38.8	51.4	53	46	45.5	45.7	41.7	30.5	21	18.5	9.5	882	357.2	0.6106	166.3558	272.4254	0.6437	160.47	249.3113	0.6398	121.3191	189.6107
WSM023	-28	-15.7	6.7	-8.96666666666667	5.35	-29	-29.2	-26.1	-16.4	-4.6	4.8	8.5	6.8	1.3	-7.7	-20.5	-25.8	178	26	26	79	47	24.75	9	8	8	9	9	19	28	32	20	17	10	9	36.3583333333333	25.7666666666667	53.0666666666667	44.4	22.2	39.675	22.9	42.4	55.5	58.7	45	46.9	46.6	39.7	25.5	19.7	21.4	12	604.5	142.3	0.6973	174.8515	250.7463	0.7546	171.2296	226.921	0.7877	116.1589	147.4618
WSM024	-27.9	-15.9333333333333	6.26666666666667	-8.93333333333333	4.975	-28.9	-29.2	-26.3	-16.6	-4.9	4.3	8	6.5	1.1	-7.7	-20.2	-25.6	182	26	27	81	48	25.5	9	8	8	9	10	20	28	33	21	17	10	9	36.6583333333333	26.3	53.4666666666667	44.6666666666667	22.2	39.775	23.5	43	56.1	59.3	45	47.4	47	39.6	25.1	19.7	21.8	12.4	561.7	113.7	0.556	137.2499	246.8441	0.6117	136.1301	222.5473	0.5635	76.0954	135.0473
WSM025	-27.6666666666667	-16.3	5.56666666666667	-8.56666666666667	4.45	-28.7	-29.1	-26.4	-17	-5.5	3.5	7.2	6	1.1	-7.2	-19.6	-25.2	192	28	30	82	52	26	10	8	9	10	11	21	28	33	22	19	11	10	37.35	27.7333333333333	54.1333333333333	45	22.5333333333333	39.875	24.9	44.5	57.1	60.6	44.7	48.1	47.6	39.3	24.5	20	23.1	13.8	499.7	73	0.5554	133.3749	240.1597	0.6113	131.7479	215.5354	0.5233	59.3011	113.3247
WSM026	-27.2	-15	9.03333333333333	-8.63333333333333	7.425	-28.1	-28.2	-25.4	-15.9	-3.7	6.7	11.3	9.1	2.6	-7.9	-20.6	-25.3	167	25	22	71	49	22.25	8	7	6	8	8	14	25	32	18	20	11	10	34.9583333333333	22.1666666666667	50.3333333333333	44.3	23.0333333333333	40.7	18.3	38.8	51.6	53.5	45.9	45.6	45.8	41.5	29.9	20.7	18.5	9.4	845.5	328.2	0.5966	161.6552	270.96	0.6425	158.6023	246.8701	0.6399	117.435	183.5096
WSM027	-27	-14.9666666666667	9.66666666666667	-9.26666666666667	8	-27.8	-27.6	-25.2	-16.1	-3.6	7.7	12.1	9.2	3	-8.8	-22	-25.6	191	29	26	76	60	24.75	10	8	7	8	11	14	26	36	23	24	13	11	34.95	22.0333333333333	49.9666666666667	44.1666666666667	23.6333333333333	40.9	17.7	38.8	51.3	52.5	46.1	45.3	45.6	41.6	31.1	21.2	18.6	9.6	910.6	379.5	0.6568	181.5636	276.4423	0.6917	173.8977	251.4201	0.6985	136.8177	195.884
WSM028	-28.0333333333333	-15.8333333333333	6.56666666666667	-9.03333333333333	5.225	-29.1	-29.3	-26.2	-16.5	-4.8	4.7	8.3	6.7	1.2	-7.8	-20.5	-25.7	177	26	26	79	46	24.75	9	8	8	9	9	19	28	32	20	16	10	9	36.3833333333333	25.8333333333333	53.1333333333333	44.4666666666667	22.1	39.675	23	42.5	55.6	58.8	45	47.1	46.7	39.6	25.3	19.6	21.4	12	589.9	132.3	0.5407	134.4085	248.5853	0.5867	131.5854	224.2992	0.53	76.547	144.4279
WSM029	-27.5333333333333	-16.4333333333333	5.33333333333333	-8.5	4.25	-28.5	-29.1	-26.4	-17.2	-5.7	3.1	7	5.9	1	-7.1	-19.4	-25	193	28	30	81	54	26	10	8	9	10	11	20	28	33	23	19	12	10	37.6083333333333	28.1	54.4	45.2666666666667	22.6666666666667	40.075	25.2	44.9	57.5	61	44.7	48.5	48	39.3	24.5	20	23.5	14.2	478.3	63.4	0.5794	137.1943	236.7989	0.6353	135.1269	212.6832	0.5771	60.2725	104.4356
WSM030	-27.4333333333333	-16.3333333333333	5.5	-8.36666666666667	4.4	-28.4	-29	-26.3	-17.1	-5.6	3.3	7.1	6.1	1.1	-6.9	-19.3	-24.9	191	27	29	80	55	25.75	10	8	8	10	11	20	28	32	23	20	12	9	37.6166666666667	28.0666666666667	54.3666666666667	45.3	22.7333333333333	40.125	25.2	44.8	57.4	61	44.7	48.5	48	39.4	24.6	20.1	23.5	14.2	494.5	71.2	0.6008	143.1231	238.2214	0.6481	138.6503	213.9437	0.6406	71.1243	111.0198
WSM031	-27.3	-16.4333333333333	5.33333333333333	-8.53333333333333	4.225	-28.3	-28.8	-26.3	-17.2	-5.8	3.1	7	5.9	0.9	-7.2	-19.3	-24.8	193	27	30	82	54	26.25	10	8	9	10	11	20	29	33	23	19	12	9	37.675	28.0666666666667	54.4	45.6	22.6333333333333	40.375	25.1	44.9	57.3	60.9	45	48.8	48.5	39.5	24.7	19.9	23.3	14.2	476.3	63.3	0.5631	134.0474	238.0444	0.6241	132.0435	211.5823	0.5206	54.5616	104.7999
WSM032	-27.3666666666667	-16.4	5.36666666666667	-8.36666666666667	4.3	-28.4	-28.9	-26.3	-17.2	-5.7	3.1	7	6	1.1	-7	-19.2	-24.8	192	27	29	81	55	26	10	8	8	10	11	20	28	33	23	20	12	9	37.7333333333333	28.2	54.5333333333333	45.4666666666667	22.7333333333333	40.225	25.3	45	57.6	61.2	44.8	48.7	48.3	39.4	24.5	20.1	23.6	14.3	483.3	65.5	0.5754	136.5827	237.3616	0.6298	134.2977	213.2298	0.5668	60.0743	105.9881
WSM033	-27.3666666666667	-16.7666666666667	4.93333333333333	-8.53333333333333	3.875	-28.4	-28.9	-26.5	-17.6	-6.2	2.6	6.6	5.6	0.7	-7.1	-19.2	-24.8	195	27	30	82	56	26.5	10	8	9	10	11	20	29	33	24	20	12	9	37.925	28.5333333333333	54.7666666666667	45.7333333333333	22.6666666666667	40.4	25.6	45.4	57.8	61.5	45	49.1	48.7	39.4	24.4	19.9	23.7	14.6	438.7	45.2	0.6968	162.3301	232.9566	0.7388	153.0868	207.208	0.75	70.3892	93.8549
WSM034	-27.2333333333333	-16.5666666666667	5.2	-8.53333333333333	4.1	-28.3	-28.7	-26.3	-17.4	-6	2.9	6.9	5.8	0.8	-7.2	-19.2	-24.7	193	26	30	82	55	26.5	9	8	9	10	11	20	29	33	24	19	12	9	37.8416666666667	28.1666666666667	54.6333333333333	45.9	22.6666666666667	40.625	25.2	45	57.5	61.1	45.3	49.2	48.8	39.7	24.8	19.8	23.4	14.3	463.2	57.8	0.6123	144.1879	235.4937	0.6725	141.8705	210.9559	0.6835	69.0155	100.9689
WSM035	-27.3	-16.9333333333333	4.73333333333333	-8.66666666666667	3.675	-28.3	-28.9	-26.5	-17.8	-6.5	2.4	6.4	5.4	0.5	-7.3	-19.2	-24.7	195	27	30	83	55	26.75	10	8	9	10	11	20	29	34	24	19	12	9	38.0083333333333	28.6	54.8333333333333	45.9333333333333	22.6666666666667	40.575	25.6	45.5	57.8	61.5	45.2	49.4	49	39.4	24.5	19.8	23.7	14.7	418	36	0.6348	146.7935	231.2274	0.6768	138.2802	204.3094	0.6008	52.4491	87.2986
WSM036	-27.2333333333333	-16.6333333333333	5.03333333333333	-8.53333333333333	3.95	-28.3	-28.7	-26.3	-17.5	-6.1	2.7	6.7	5.7	0.7	-7.2	-19.1	-24.7	193	26	30	82	55	26.5	9	8	9	10	11	20	29	33	24	19	12	9	37.8833333333333	28.2666666666667	54.6666666666667	45.9666666666667	22.6333333333333	40.65	25.3	45.1	57.5	61.2	45.3	49.3	48.9	39.7	24.7	19.8	23.4	14.4	447.3	49.9	0.6505	152.3225	234.1563	0.6818	142.0279	208.3064	0.6214	60.9286	98.0529
WSM037	-27.0666666666667	-15.2333333333333	9.33333333333333	-9.2	7.7	-27.9	-27.8	-25.4	-16.4	-3.9	7.2	11.7	9.1	2.8	-8.7	-21.7	-25.5	185	28	25	75	57	24.25	10	8	7	8	10	14	26	35	22	23	12	10	34.9083333333333	22.0333333333333	50	44.1	23.5	40.775	17.7	38.8	51.3	52.7	46	45.3	45.5	41.5	30.8	21.1	18.6	9.6	874.6	352	0.5198	141.7665	272.7382	0.5472	135.7875	248.1559	0.5148	96.8026	188.0509
WSM038	-27.5333333333333	-16.6666666666667	5.2	-8.53333333333333	4.125	-28.5	-29.1	-26.6	-17.4	-6	3	6.8	5.8	0.9	-7.2	-19.3	-25	192	27	30	81	54	26	10	8	9	10	11	20	28	33	23	19	12	9	37.725	28.3	54.6	45.3666666666667	22.6333333333333	40.1	25.4	45.1	57.7	61.4	44.7	48.7	48.2	39.2	24.3	20	23.6	14.4	464.3	55.5	0.6252	146.9601	235.0525	0.678	142.3147	209.9037	0.663	66.4612	100.2458
WSM039	-28.0333333333333	-15.9666666666667	6.53333333333333	-9.03333333333333	5.2	-29	-29.3	-26.3	-16.7	-4.9	4.6	8.3	6.7	1.2	-7.8	-20.5	-25.8	176	26	26	77	47	24.25	9	8	8	9	9	18	27	32	20	17	10	9	36.3166666666667	25.8	53	44.2666666666667	22.2	39.525	22.9	42.5	55.6	58.7	44.7	46.8	46.5	39.5	25.3	19.8	21.5	12	586.9	131	0.536	132.4472	247.1104	0.59	131.7179	223.2441	0.5414	76.6271	141.5372
WSM040	-28	-16.0666666666667	6.33333333333333	-9	5.05	-29	-29.3	-26.4	-16.8	-5	4.4	8.1	6.5	1.2	-7.8	-20.4	-25.7	178	26	27	78	47	24.5	9	8	8	9	10	19	27	32	20	17	10	9	36.475	26.1	53.2	44.3666666666667	22.2333333333333	39.55	23.2	42.8	55.9	59	44.7	47.1	46.7	39.3	25.1	19.9	21.7	12.3	568.9	117.9	0.5119	125.8462	245.8652	0.5668	125.0873	220.7009	0.5023	67.7291	134.8347
WSM041	-26.8	-15.2333333333333	9.26666666666667	-9.5	7.65	-27.6	-27.4	-25.1	-16.5	-4.1	7.3	11.7	8.8	2.8	-9.1	-22.2	-25.4	182	25	24	75	58	24.5	9	7	7	7	10	13	26	36	23	23	12	9	34.9333333333333	22.0333333333333	49.9666666666667	44	23.7333333333333	40.825	17.6	38.8	51.4	52.4	46.1	45.2	45.4	41.4	31.3	21.2	18.7	9.7	866.7	345.3	0.6681	180.9142	270.8023	0.7103	174.7128	245.9546	0.7308	138.7514	189.8622
WSM042	-26.9333333333333	-15.3333333333333	9.03333333333333	-8.43333333333333	7.525	-27.8	-27.9	-25.6	-16.3	-4.1	6.4	11.4	9.3	3	-7.8	-20.5	-25.1	167	26	22	67	52	21.75	8	8	6	8	8	13	23	31	20	21	11	10	35	22.0666666666667	50.3333333333333	44.4333333333333	23.1666666666667	40.875	18	38.8	51.6	53.4	46	45.7	45.9	41.7	30.2	20.8	18.5	9.4	852.8	333.6	0.6176	165.0905	267.302	0.6559	160.823	245.2024	0.6607	120.9494	183.0732
WSM043	-27.1	-15.1666666666667	8.93333333333333	-8.53333333333333	7.375	-28	-28.1	-25.5	-16.1	-3.9	6.5	11.2	9.1	2.7	-7.8	-20.5	-25.2	160	22	21	69	48	21.75	7	6	5	8	8	14	24	31	18	20	10	9	35.0166666666667	22.2	50.4666666666667	44.3666666666667	23.0333333333333	40.725	18.3	38.9	51.8	53.7	45.9	45.7	45.9	41.5	29.8	20.7	18.6	9.4	837.7	321.7	0.5944	159.0476	267.5706	0.6297	154.7065	245.6781	0.6249	114.8037	183.7211
WSM044	-27	-15.4	9.23333333333333	-8.93333333333333	7.65	-27.8	-27.8	-25.6	-16.5	-4.1	6.9	11.6	9.2	2.9	-8.4	-21.3	-25.4	177	27	23	72	55	23.25	9	8	6	8	9	13	25	34	21	22	12	10	34.95	22.0333333333333	50.1333333333333	44.2333333333333	23.4	40.825	17.8	38.8	51.5	52.9	46	45.4	45.7	41.6	30.6	21	18.6	9.5	867.1	346.1	0.6475	174.6823	269.7641	0.6898	169.5978	245.8672	0.706	132.4247	187.5783
