Obsname	tdjf	tmam	tjja	tson	tjjas	tjan	tfeb	tmar	tapr	tmay	tjun	tjul	taug	tsep	toct	tnov	tdec	ptotal	pdjf	pmam	pjja	pson	pjjas	pjan	pfeb	pmar	papr	pmay	pjun	pjul	paug	psep	poct	pnov	pdec	sann	sdjf	smam	sjja	sson	sjjas	sjan	sfeb	smar	sapr	smay	sjun	sjul	saug	ssep	soct	snov	sdec	gdd0	gdd5	mipt	aaetpt	apetpt	miptev	aaetptev	apetptev	miptdc	aaetptdc	apetptdc
BA054	-29.0333333333333	-20.4333333333333	1.9	-12.4	0.5	-29.4	-30.7	-29.5	-21.4	-10.4	-1.1	4.2	2.6	-3.7	-12.4	-21.1	-27	290	38	51	111	90	36.75	13	11	13	15	23	20	40	51	36	33	21	14	28.8666666666667	15.7333333333333	43.9	34.6	21.2333333333333	32.275	11.3	29.3	43.6	51	37.1	34.7	37.2	31.9	25.3	22.5	15.9	6.6	173.1	0	0.7385	137.3379	185.9594	0.7809	111.1461	142.3219	0	0	0
BA055	-29.9	-20.5333333333333	2.5	-12.2666666666667	1.125	-30.3	-31.7	-29.9	-21.6	-10.1	-0.5	4.8	3.2	-3	-12.2	-21.6	-27.7	272	37	48	101	86	33.75	12	11	13	15	20	18	38	45	34	31	21	14	29.8333333333333	16.5	45.6666666666667	35.7333333333333	21.4333333333333	33.1	11.8	31	45.5	53.5	38	35.7	38.6	32.9	25.2	23.2	15.9	6.7	216.2	0	0.6343	120.5754	190.0951	0.6442	96.047	149.0957	0	0	0
BA056	-27.9333333333333	-19.4333333333333	2.8	-11.2666666666667	1.45	-28.3	-29.6	-28.4	-20.4	-9.5	-0.1	5	3.5	-2.6	-11.2	-20	-25.9	234	23	38	96	77	32	8	6	8	11	19	16	35	45	32	29	16	9	29.3083333333333	15.3666666666667	44.3	35.5333333333333	22.0333333333333	33.3	10.9	28.6	43.6	51.2	38.1	35.8	38.1	32.7	26.6	23.3	16.2	6.6	237.9	0	0.6804	128.8919	189.4218	0.7089	109.1249	153.9432	0	0	0
BA057	-26.7666666666667	-18.5	3.1	-10.0666666666667	1.9	-27.2	-28.4	-27.3	-19.5	-8.7	0.3	5.1	3.9	-1.7	-9.9	-18.6	-24.7	219	21	34	87	77	29.75	8	5	6	11	17	15	31	41	32	30	15	8	29.675	15.4666666666667	44.1333333333333	36.1666666666667	22.9333333333333	34.025	11	28.3	43	50.6	38.8	36.5	38.6	33.4	27.6	24	17.2	7.1	264.1	0.2	0.6234	118.3193	189.8023	0.6715	107.8771	160.6424	0.2974	1.7732	5.9618
BA058	-30.6333333333333	-20.3666666666667	3.5	-12.0666666666667	2.2	-31.1	-32.9	-29.9	-21.7	-9.5	1	5.4	4.1	-1.7	-12.1	-22.4	-27.9	202	22	32	82	66	27	7	6	10	11	11	14	32	36	26	24	16	9	33.3333333333333	20.4333333333333	50.4666666666667	38.4	24.0333333333333	35.325	16	35.7	50	59	42.4	38.8	41.8	34.6	26.1	26.6	19.4	9.6	291.4	2.5	0.7799	152.9163	196.0826	0.8018	131.3061	163.7609	0.3789	9.0425	23.8631
BA059	-30.3333333333333	-20.4	3.16666666666667	-12.4666666666667	1.775	-30.8	-32.7	-29.7	-21.6	-9.9	0.6	5.3	3.6	-2.4	-12.6	-22.4	-27.5	199	20	31	81	67	27.25	7	5	9	10	12	14	30	37	28	24	15	8	34.8416666666667	23.2666666666667	52.3	38.9666666666667	24.8333333333333	35.525	19	39.3	51.9	61.2	43.8	39.4	42.5	35	25.2	27.6	21.7	11.5	262.4	1.1	0.7651	148.7527	194.4314	0.7958	127.5946	160.3436	0.405	5.7635	14.2316
BA060	-30.1	-20.3333333333333	3.2	-12.6	1.75	-30.5	-32.5	-29.5	-21.6	-9.9	0.6	5.5	3.5	-2.6	-12.8	-22.4	-27.3	191	17	27	80	67	27.25	6	4	7	9	11	14	29	37	29	24	14	7	35.05	23.6	52.5333333333333	39.0666666666667	25	35.6	19.4	39.7	52.2	61.4	44	39.6	42.7	34.9	25.2	27.8	22	11.7	264.7	2.7	0.7087	138.7829	195.8411	0.7643	122.7503	160.5976	0.3273	7.3374	22.4166
BA061	-28	-18.7666666666667	3.93333333333333	-12	2.325	-28.9	-29.6	-27.8	-19.6	-8.9	1.5	6.3	4	-2.5	-12.7	-20.8	-25.5	149	8	15	65	61	23.75	4	1	2	5	8	11	23	31	30	22	9	3	36.1916666666667	25.0333333333333	53.7333333333333	40.6	25.4	36.65	21.3	41.7	53.9	62.2	45.1	41.3	44.6	35.9	24.8	27.3	24.1	12.1	320.8	16.9	0.7143	146.8237	205.5409	0.8309	141.3226	170.0791	0.8802	46.3163	52.6232
BA062	-30.6666666666667	-20.4	3.56666666666667	-12.3	2.2	-31	-33	-29.9	-21.8	-9.5	1.1	5.5	4.1	-1.9	-12.4	-22.6	-28	185	17	27	78	63	26	6	4	8	9	10	13	30	35	26	23	14	7	33.7916666666667	21.0333333333333	51.2	38.6333333333333	24.3	35.475	16.7	36.4	50.7	59.7	43.2	39.2	42.1	34.6	26	27	19.9	10	294.9	3.7	0.6899	135.4194	196.2985	0.7944	130.1452	163.8347	0.683	20.2633	29.67
BA063	-29.1	-19.3666666666667	3.8	-12.2666666666667	2.225	-30.2	-30.4	-28.9	-20.2	-9	1.5	5.9	4	-2.5	-12.8	-21.5	-26.7	140	12	16	60	52	21.25	5	3	3	5	8	10	22	28	25	20	7	4	35.975	24.7	53.4666666666667	40.5	25.2333333333333	36.575	20.9	41.3	53.8	61.8	44.8	41.2	44.5	35.8	24.8	27	23.9	11.9	308.4	9.5	0.6803	138.2644	203.2407	0.7941	134.1637	168.9408	0.8235	35.045	42.554
BA064	-31.0666666666667	-20.8333333333333	3.26666666666667	-12.5666666666667	1.875	-31.3	-33.3	-30.5	-22.2	-9.8	0.8	5.2	3.8	-2.3	-12.6	-22.8	-28.6	211	26	34	82	69	27.25	9	7	11	11	12	14	32	36	27	25	17	10	32.0166666666667	18.1333333333333	49.1	37.5333333333333	23.3	34.775	13.8	32.4	48.5	57.1	41.7	38.2	40.8	33.6	26.5	25.9	17.5	8.2	269	0.6	0.7037	134.0973	190.5586	0.7854	124.4377	158.4327	0.582	6.9947	12.0194
BA065	-32.8666666666667	-22.3333333333333	1.9	-14.3666666666667	0.45	-32.9	-35.2	-32	-23.9	-11.1	-0.4	3.8	2.3	-3.9	-14.5	-24.7	-30.5	284	46	51	100	87	32.75	15	13	18	17	16	20	39	41	31	31	25	18	31.0333333333333	17.5333333333333	48.2666666666667	36	22.3333333333333	33.35	13.4	31.6	48	56.1	40.7	36.9	39.3	31.8	25.4	25	16.6	7.6	160.7	0	0.7855	142.996	182.0543	0.8528	121.003	141.8846	0	0	0
BA066	-29.4	-19.7666666666667	3.4	-12.8666666666667	1.8	-30.5	-30.6	-29.4	-20.7	-9.2	1.4	5.3	3.5	-3	-13.6	-22	-27.1	144	16	17	59	52	21	6	4	5	5	7	11	22	26	25	19	8	6	35.375	23.7666666666667	53.2	39.9	24.6333333333333	36.025	20.1	40.2	53.5	61.5	44.6	40.8	44	34.9	24.4	26.5	23	11	271.3	1.2	0.7279	144.7975	198.9335	0.8552	140.272	164.0266	0.889	14.6372	16.4657
BA067	-32.1333333333333	-21.9	2.3	-14.1666666666667	0.8	-32.3	-34.6	-31.5	-23.4	-10.8	0	4.3	2.6	-3.7	-14.4	-24.4	-29.5	237	33	39	89	76	29.75	11	9	13	13	13	17	34	38	30	27	19	13	32.8333333333333	20.1333333333333	50.5333333333333	37.2333333333333	23.4333333333333	34.2	16.1	35	50.3	58.8	42.5	38.2	40.8	32.7	25.1	26.3	18.9	9.3	189.7	0	0.643	118.574	184.3939	0.7225	106.1904	146.9826	0	0	0
BA069	-32.7333333333333	-22.3666666666667	2.16666666666667	-14.8	0.6	-32.9	-35.1	-32.1	-24	-11	-0.1	4.1	2.5	-4.1	-15.1	-25.2	-30.2	232	30	37	89	76	29.75	10	8	13	12	12	17	34	38	30	27	19	12	31.6916666666667	18.0333333333333	49.4666666666667	36.5	22.7666666666667	33.75	14.1	32.1	49.2	57.4	41.8	37.7	40	31.8	25.5	25.6	17.2	7.9	178.6	0	0.4933	88.0323	178.4424	0.5744	81.5917	142.04	0	0	0
BA070	-34.3666666666667	-24.2666666666667	0.566666666666667	-17.6333333333333	-1.3	-34.3	-36.7	-34.1	-26	-12.7	-1.5	2.7	0.5	-6.9	-18.3	-27.7	-32.1	251	32	41	95	83	32.25	11	8	14	13	14	19	36	40	34	29	20	13	30.8916666666667	17.3333333333333	49.5	35.0666666666667	21.6666666666667	32.3	13.8	31.2	49.7	57.1	41.7	36.9	38.9	29.4	24	24.8	16.2	7	77	0	0.5347	92.3066	172.6401	0.6716	81.6061	121.5092	0	0	0
EAA001	-33.3333333333333	-21.8666666666667	3.86666666666667	-12.9	2.375	-34.8	-35.1	-32.5	-22.7	-10.4	0.4	6.3	4.9	-2.1	-12.7	-23.9	-30.1	148	15	22	67	44	22	5	5	5	7	10	14	24	29	21	16	7	5	34.9083333333333	23.5666666666667	50.9333333333333	42.2	22.9333333333333	37.425	20.7	41.9	53.1	56.8	42.9	42.6	47.2	36.8	23.1	21.8	23.9	8.1	329.1	23.2	0.692	147.2195	212.7532	0.8242	141.5898	171.7806	0.8941	60.8494	68.0596
EAA002	-33.3333333333333	-21.8333333333333	3.9	-12.9	2.4	-34.8	-35.1	-32.5	-22.6	-10.4	0.4	6.4	4.9	-2.1	-12.7	-23.9	-30.1	148	15	22	67	44	22	5	5	5	7	10	14	24	29	21	16	7	5	34.9083333333333	23.5666666666667	50.9333333333333	42.2	22.9333333333333	37.425	20.7	41.9	53.1	56.8	42.9	42.6	47.2	36.8	23.1	21.8	23.9	8.1	332.2	25.3	0.5007	106.636	212.9858	0.6185	106.3851	172.0132	0.516	36.3662	70.4754
EAA003	-33.3333333333333	-21.9	3.8	-12.9	2.325	-34.8	-35.1	-32.6	-22.7	-10.4	0.3	6.3	4.8	-2.1	-12.7	-23.9	-30.1	149	16	22	67	44	22	5	6	5	7	10	14	24	29	21	16	7	5	34.8916666666667	23.5666666666667	50.9333333333333	42.1333333333333	22.9333333333333	37.375	20.7	41.9	53.1	56.8	42.9	42.5	47.2	36.7	23.1	21.8	23.9	8.1	324.6	21.9	0.6717	142.4454	212.0712	0.7964	136.4018	171.2674	0.8526	55.4306	65.0117
EAA004	-33.3333333333333	-21.9333333333333	3.76666666666667	-12.9666666666667	2.275	-34.8	-35.1	-32.6	-22.7	-10.5	0.3	6.2	4.8	-2.2	-12.8	-23.9	-30.1	151	16	23	67	45	22	5	6	6	7	10	14	24	29	21	17	7	5	34.8666666666667	23.6	50.9	42.0666666666667	22.9	37.3	20.7	41.9	53.1	56.8	42.8	42.4	47.1	36.7	23	21.8	23.9	8.2	320.8	19.8	0.6841	145.8599	213.2056	0.8235	139.4302	169.3048	0.9056	58.6927	64.8092
EAA005	-33.4	-21.9666666666667	3.7	-13.0333333333333	2.2	-34.9	-35.2	-32.6	-22.8	-10.5	0.2	6.2	4.7	-2.3	-12.8	-24	-30.1	153	16	23	68	46	22.5	5	6	6	7	10	15	24	29	22	17	7	5	34.8583333333333	23.6333333333333	50.9	42	22.9	37.25	20.8	41.9	53.1	56.8	42.8	42.4	47	36.6	23	21.8	23.9	8.2	315.6	18.6	0.6875	146.1023	212.5245	0.8238	139.0428	168.7734	0.8719	53.7444	61.6407
EAA006	-32.5333333333333	-22.0333333333333	2.83333333333333	-13.7666666666667	1.275	-33.7	-34.3	-32.2	-23.2	-10.7	-0.2	5.2	3.5	-3.4	-13.8	-24.1	-29.6	135	12	20	63	40	20.75	4	4	5	6	9	13	22	28	20	14	6	4	34.3166666666667	21.8333333333333	51.6333333333333	41.9666666666667	21.8333333333333	37.175	18.6	40.2	53.6	57.5	43.8	43.2	46.9	35.8	22.8	20.6	22.1	6.7	239.1	0.5	0.6316	125.6821	198.9769	0.7575	118.647	156.636	0.3503	3.7344	10.6599
EAA007	-32.5333333333333	-22.0333333333333	2.83333333333333	-13.7666666666667	1.275	-33.7	-34.3	-32.2	-23.2	-10.7	-0.2	5.2	3.5	-3.4	-13.8	-24.1	-29.6	134	12	20	63	39	20.75	4	4	5	6	9	13	22	28	20	14	5	4	34.3166666666667	21.7	51.6666666666667	42.1333333333333	21.7666666666667	37.325	18.5	40.1	53.6	57.4	44	43.4	47.1	35.9	22.9	20.4	22	6.5	239.1	0.5	0.6743	134.3686	199.2599	0.8069	126.5828	156.8826	0.5399	5.7654	10.6788
EAA008	-32.5666666666667	-22.2333333333333	2.56666666666667	-14.1333333333333	0.975	-33.8	-34.3	-32.4	-23.3	-11	-0.4	4.9	3.2	-3.8	-14.3	-24.3	-29.6	156	16	23	71	46	23.5	5	6	6	7	10	15	25	31	23	16	7	5	34.2083333333333	22.1666666666667	51.4666666666667	41.1	22.1	36.45	19	40.3	53.4	57.7	43.3	42.2	46	35.1	22.5	21.4	22.4	7.2	217.8	0	0.5102	100.028	196.038	0.6521	100.0279	153.394	0	0	0
EAA009	-32.6	-22.3	2.36666666666667	-14.2666666666667	0.775	-33.8	-34.3	-32.4	-23.4	-11.1	-0.6	4.7	3	-4	-14.4	-24.4	-29.7	154	15	23	70	46	23.25	5	5	6	7	10	14	25	31	23	16	7	5	34.1333333333333	21.9666666666667	51.5	41.1666666666667	21.9	36.475	18.8	40.1	53.5	57.6	43.4	42.3	46.1	35.1	22.4	21.2	22.1	7	203.3	0	0.5096	99.2146	194.6819	0.6607	99.2145	150.1756	0	0	0
EAA010	-32.2	-22.2666666666667	3	-13.9333333333333	1.45	-32.8	-33.9	-31.7	-23.9	-11.2	0.2	5.5	3.3	-3.2	-13.8	-24.8	-29.9	83	9	10	41	23	12.75	3	3	3	3	4	6	16	19	10	9	4	3	36.0333333333333	22.9	54.7666666666667	47.2333333333333	19.2333333333333	41.5	18.9	41.1	55.9	58.3	50.1	51.3	50.9	39.5	24.3	14.4	19	8.7	250	2.5	0.4035	82.8329	205.2948	0.4971	82.8329	166.6326	0.2651	5.7697	21.7679
EAA011	-32.1666666666667	-22.2333333333333	3.03333333333333	-13.9333333333333	1.475	-32.8	-33.8	-31.7	-23.9	-11.1	0.3	5.5	3.3	-3.2	-13.8	-24.8	-29.9	83	9	10	41	23	12.75	3	3	3	3	4	6	16	19	10	9	4	3	36.0583333333333	22.8666666666667	54.8	47.3	19.2666666666667	41.575	18.9	41.1	55.9	58.4	50.1	51.4	51	39.5	24.4	14.4	19	8.6	251.6	2.5	0.4009	82.833	206.6069	0.4962	82.833	166.9384	0.2523	5.4954	21.7838
EAA012	-32.4333333333333	-22.1666666666667	2.4	-14.2666666666667	0.775	-33.6	-34.1	-32.2	-23.3	-11	-0.5	4.7	3	-4.1	-14.4	-24.3	-29.6	153	15	23	70	45	23.25	5	5	6	7	10	14	25	31	23	15	7	5	34.0666666666667	21.7	51.5666666666667	41.1	21.9	36.45	18.5	39.8	53.5	57.8	43.4	42.3	46	35	22.5	21.2	22	6.8	204.2	0	0.511	99.2219	194.1887	0.6555	99.2219	151.3609	0	0	0
EAA013	-32.3	-22.1333333333333	2.46666666666667	-14.2333333333333	0.825	-33.4	-34	-32.1	-23.3	-11	-0.4	4.8	3	-4.1	-14.4	-24.2	-29.5	146	14	21	68	43	22.5	4	5	5	6	10	14	24	30	22	15	6	5	34.075	21.5333333333333	51.7	41.3	21.7666666666667	36.625	18.3	39.7	53.6	57.8	43.7	42.6	46.2	35.1	22.6	20.9	21.8	6.6	208.6	0	0.6148	119.5338	194.4213	0.7101	107.879	151.9105	0	0	0
EAA014	-32.1666666666667	-21.9666666666667	2.7	-14.1	1.05	-33.4	-33.8	-32.1	-23.1	-10.7	-0.2	5	3.3	-3.9	-14.3	-24.1	-29.3	145	14	21	67	43	22.25	4	5	5	6	10	13	24	30	22	15	6	5	34.25	21.8333333333333	51.8	41.2	22.1666666666667	36.6	18.6	39.8	53.6	58.2	43.6	42.4	46.1	35.1	22.8	21.6	22.1	7.1	225.9	0	0.7308	142.4817	194.9727	0.8263	126.7769	153.4293	0	0	0
EAA015	-32.3	-22.2333333333333	2.26666666666667	-14.4666666666667	0.625	-33.4	-34	-32.2	-23.4	-11.1	-0.6	4.6	2.8	-4.3	-14.7	-24.4	-29.5	159	16	23	73	47	24.25	5	5	6	7	10	15	26	32	24	16	7	6	34	21.7333333333333	51.5666666666667	40.7	22	36.125	18.5	39.7	53.5	58	43.2	41.9	45.6	34.6	22.4	21.6	22	7	194.4	0	0.6004	115.5992	192.5419	0.7407	109.604	147.9697	0	0	0
EAA016	-32.2333333333333	-22.0666666666667	2.46666666666667	-14.2666666666667	0.825	-33.4	-33.9	-32.1	-23.2	-10.9	-0.4	4.8	3	-4.1	-14.5	-24.2	-29.4	150	15	22	69	44	23	5	5	5	7	10	14	24	31	23	15	6	5	34.1333333333333	21.7	51.7333333333333	41.1	22	36.475	18.5	39.7	53.6	58.1	43.5	42.3	46	35	22.6	21.5	21.9	6.9	208.6	0	0.7138	138.1828	193.5844	0.831	125.9088	151.506	0	0	0
EAA017	-32.2666666666667	-22.1333333333333	2.33333333333333	-14.2666666666667	0.725	-33.3	-34	-32	-23.4	-11	-0.5	4.7	2.8	-4.1	-14.4	-24.3	-29.5	142	13	20	67	42	22.25	4	4	5	6	9	13	24	30	22	14	6	5	33.9916666666667	21.2333333333333	51.7	41.4666666666667	21.5666666666667	36.75	18	39.4	53.6	57.7	43.8	42.9	46.4	35.1	22.6	20.6	21.5	6.3	199.2	0	0.5794	111.6778	192.7601	0.6845	103.4698	151.1517	0	0	0
EAA018	-32.1	-22.0333333333333	2.4	-14.5	0.7	-33.3	-33.7	-32.1	-23.1	-10.9	-0.4	4.7	2.9	-4.4	-14.8	-24.3	-29.3	162	16	24	73	49	24.5	5	5	6	7	11	15	26	32	25	17	7	6	34.1333333333333	22.1	51.6666666666667	40.2333333333333	22.5333333333333	35.825	18.9	39.7	53.4	58.6	43	41.3	45.1	34.3	22.6	22.7	22.3	7.7	202.2	0	0.5587	107.6529	192.6699	0.7208	107.6529	149.3554	0	0	0
EAA020	-32.3666666666667	-22.4333333333333	1.86666666666667	-14.6666666666667	0.25	-33.3	-34.1	-32.1	-23.8	-11.4	-0.9	4.2	2.3	-4.6	-14.8	-24.6	-29.7	147	14	22	69	42	22.75	4	5	6	7	9	14	24	31	22	14	6	5	33.6916666666667	20.7333333333333	51.6666666666667	41.4333333333333	20.9333333333333	36.65	17.4	39.1	53.6	57.4	44	43.1	46.4	34.8	22.3	19.6	20.9	5.7	165.9	0	0.5153	96.9894	188.2219	0.6724	96.9893	144.236	0	0	0
EAA021	-32.2	-22.3666666666667	1.86666666666667	-14.7	0.25	-33.1	-33.9	-32	-23.8	-11.3	-0.9	4.2	2.3	-4.6	-14.9	-24.6	-29.6	143	13	20	68	42	22.5	4	4	5	6	9	13	24	31	22	14	6	5	33.675	20.5666666666667	51.7666666666667	41.4333333333333	20.9333333333333	36.65	17.2	38.9	53.7	57.6	44	43.1	46.4	34.8	22.3	19.7	20.8	5.6	165.9	0	0.7178	134.3081	187.1187	0.8047	115.8793	144.0032	0	0	0
EAA022	-32.0333333333333	-22.2333333333333	1.96666666666667	-14.7	0.3	-33	-33.7	-31.9	-23.6	-11.2	-0.7	4.3	2.3	-4.7	-14.9	-24.5	-29.4	146	13	21	69	43	23	4	4	5	7	9	14	24	31	23	14	6	5	33.7083333333333	20.7	51.7666666666667	41.0333333333333	21.3333333333333	36.375	17.3	38.8	53.6	58	43.7	42.6	46	34.5	22.4	20.6	21	6	171	0	0.7399	137.9176	186.3921	0.8111	117.6799	145.0933	0	0	0
EAA023	-32.8333333333333	-22.7666666666667	1.76666666666667	-15.1333333333333	0.0999999999999999	-33.5	-34.6	-32.4	-24.4	-11.5	-0.8	4.1	2	-4.9	-15.2	-25.3	-30.4	125	12	18	59	36	19.5	4	4	4	5	9	11	21	27	19	12	5	4	33.7333333333333	20.2	52.2	42.5	20.0333333333333	37.45	16.7	38.8	54	57.3	45.3	44.7	47.3	35.5	22.3	18	19.8	5.1	156.4	0	0.4741	88.9615	187.6529	0.6168	88.9615	144.2309	0	0	0
EAA024	-32.8	-22.6333333333333	1.86666666666667	-15.0333333333333	0.225	-33.5	-34.5	-32.2	-24.3	-11.4	-0.7	4.2	2.1	-4.7	-15.2	-25.2	-30.4	120	10	17	58	35	19	3	3	4	5	8	11	20	27	18	12	5	4	33.7833333333333	20.1666666666667	52.2666666666667	42.7333333333333	19.9666666666667	37.65	16.6	38.8	54.1	57.3	45.4	45	47.5	35.7	22.4	17.8	19.7	5.1	163.2	0	0.4632	87.8224	189.6059	0.5988	87.8224	146.6641	0	0	0
EAA025	-31.9	-22.1666666666667	1.93333333333333	-14.6666666666667	0.275	-32.7	-33.6	-31.7	-23.7	-11.1	-0.7	4.3	2.2	-4.7	-14.9	-24.4	-29.4	139	12	20	66	41	22	4	4	5	6	9	13	23	30	22	13	6	4	33.6583333333333	20.1666666666667	52	41.5666666666667	20.9	36.8	16.8	38.4	53.8	57.9	44.3	43.4	46.5	34.8	22.5	19.7	20.5	5.3	168.6	0	0.7146	132.5714	185.5116	0.8179	118.901	145.3654	0	0	0
EAA026	-31.8333333333333	-22.2666666666667	1.7	-15.1666666666667	-0.0250000000000001	-32.6	-33.5	-31.7	-23.9	-11.2	-0.8	4	1.9	-5.2	-15.6	-24.7	-29.4	138	11	19	67	41	22.25	4	3	5	6	8	13	23	31	22	13	6	4	33.3416666666667	19.5333333333333	52.0666666666667	41.1	20.6666666666667	36.4	16	37.6	53.9	58.2	44.1	43.1	46.1	34.1	22.3	19.8	19.9	5	150.8	0	0.7294	133.1675	182.5768	0.806	114.5371	142.0968	0	0	0
EAA027	-32.2333333333333	-22.3	2.56666666666667	-15.9333333333333	0.575	-33.1	-33.7	-32.5	-23.7	-10.7	0.4	4.7	2.6	-5.4	-16.7	-25.7	-29.9	138	14	19	60	45	20.75	5	4	5	6	8	12	22	26	23	16	6	5	33.625	20.4666666666667	52.3	39.2333333333333	22.5	35.25	17	37	53.3	59.8	43.8	40.9	43.8	33	23.3	23.7	20.5	7.4	205.1	0	0.5339	101.2967	189.7186	0.6745	99.3928	147.3525	0	0	0
EAA028	-33.0666666666667	-23.2	1.26666666666667	-16.1	-0.525	-33.6	-34.8	-32.7	-25	-11.9	-1.1	3.6	1.3	-5.9	-16.4	-26	-30.8	125	11	18	60	36	19.75	4	3	4	5	9	12	21	27	19	12	5	4	33.1583333333333	18.9666666666667	52.3666666666667	42.1	19.2	37.05	15.2	37.5	54.2	57.6	45.3	44.8	46.9	34.6	21.9	17.1	18.6	4.2	122.3	0	0.6909	124.7519	180.5526	0.7638	105.6939	138.3819	0	0	0
EAA029	-33.0666666666667	-23.0666666666667	1.53333333333333	-16.0666666666667	-0.3	-33.6	-34.8	-32.7	-24.9	-11.6	-0.8	3.8	1.6	-5.8	-16.4	-26	-30.8	119	9	18	57	35	18.75	3	3	4	5	9	11	20	26	18	12	5	3	33.2916666666667	18.9666666666667	52.5333333333333	42.3	19.3666666666667	37.275	15.2	37.5	54.3	57.8	45.5	45	47.1	34.8	22.2	17.3	18.6	4.2	137.6	0	0.6405	117.4825	183.4131	0.7753	108.5933	140.0593	0	0	0
EAA030	-32.0666666666667	-22.4333333333333	1.86666666666667	-15.5	0.0499999999999998	-32.8	-33.7	-32.1	-24	-11.2	-0.5	4.1	2	-5.4	-16	-25.1	-29.7	130	10	18	63	39	21	3	3	4	6	8	12	22	29	21	13	5	4	33.25	19.2666666666667	52.1333333333333	40.7666666666667	20.8333333333333	36.2	15.7	37.1	53.8	58.5	44.1	42.8	45.7	33.8	22.5	20.3	19.7	5	159.3	0	0.6885	125.7669	182.6618	0.8037	114.3523	142.2766	0	0	0
EAA031	-32.1333333333333	-22.6333333333333	1.6	-15.7666666666667	-0.225	-32.8	-33.8	-32.2	-24.3	-11.4	-0.8	3.9	1.7	-5.7	-16.3	-25.3	-29.8	138	12	19	66	41	22	4	3	5	6	8	13	23	30	22	13	6	5	33.0333333333333	18.9666666666667	52.0333333333333	40.4666666666667	20.6666666666667	35.925	15.4	36.7	53.7	58.4	44	42.6	45.4	33.4	22.3	20.3	19.4	4.8	142.8	0	0.7465	135.0221	180.8675	0.8164	114.2356	139.9254	0	0	0
EAA032	-33.1	-23.3	1.2	-16.3333333333333	-0.65	-33.6	-34.9	-32.9	-25.1	-11.9	-1.2	3.5	1.3	-6.2	-16.7	-26.1	-30.8	129	12	20	60	37	20	4	4	5	6	9	12	21	27	20	12	5	4	32.9166666666667	18.5333333333333	52.2333333333333	41.5666666666667	19.3333333333333	36.625	14.8	37	54	57.8	44.9	44.2	46.5	34	21.8	17.8	18.4	3.8	118.2	0	0.7034	125.7895	178.8284	0.7916	106.9689	135.1246	0	0	0
EAA033	-33.5	-23.6666666666667	0.9	-16.9666666666667	-1.025	-33.9	-35.3	-33.3	-25.5	-12.2	-1.4	3.2	0.9	-6.8	-17.4	-26.7	-31.3	136	13	21	63	39	20.75	4	4	5	6	10	13	22	28	20	13	6	5	32.6666666666667	18.2666666666667	52.2333333333333	41.3333333333333	18.8333333333333	36.375	14.5	36.7	54.1	57.7	44.9	44.2	46.2	33.6	21.5	17.1	17.9	3.6	99.7	0	0.7589	134.65	177.4355	0.8311	109.9285	132.2617	0	0	0
EAA034	-33.0666666666667	-23.3	1.36666666666667	-16.6666666666667	-0.6	-33.5	-34.8	-33	-25.2	-11.7	-0.9	3.6	1.4	-6.5	-17.1	-26.4	-30.9	117	9	17	57	34	19	3	3	4	5	8	11	20	26	19	11	4	3	32.7	17.8	52.3666666666667	41.3666666666667	19.2666666666667	36.525	14	36	54.1	58.1	44.9	44.1	46.3	33.7	22	17.9	17.9	3.4	125.9	0	0.6538	116.8743	178.7491	0.7609	103.9713	136.6435	0	0	0
EAA035	-33.5666666666667	-23.7	0.966666666666667	-17.1333333333333	-1.025	-34	-35.4	-33.4	-25.6	-12.1	-1.3	3.2	1	-7	-17.6	-26.8	-31.3	130	12	20	61	37	20.25	4	4	5	6	9	12	22	27	20	12	5	4	32.4833333333333	17.7333333333333	52.2	41.0666666666667	18.9333333333333	36.2	14	36	54	57.9	44.7	43.9	46	33.3	21.6	17.5	17.7	3.2	102.3	0	0.726	129.4413	178.2838	0.7887	103.8732	131.6971	0	0	0
EAA036	-35.2	-24.9333333333333	1.5	-18.1	-0.55	-35.1	-37.5	-35.4	-27	-12.4	-0.6	3.5	1.6	-6.7	-18.9	-28.7	-33	162	20	24	63	55	21.75	7	5	8	8	8	10	25	28	24	19	12	8	27.9666666666667	9.03333333333333	47.7666666666667	34.5333333333333	20.5333333333333	32.875	6.3	19	47.5	53.4	42.4	37.8	38.5	27.3	27.9	24	9.7	1.8	130	0	0.5983	97.203	162.4559	0.6424	82.5741	128.5301	0	0	0
EAA037	-36.7666666666667	-26.1333333333333	1.83333333333333	-21.1666666666667	-0.9	-37	-38.6	-37.6	-28.5	-12.3	0.2	3.9	1.4	-9.1	-22.4	-32	-34.7	105	14	16	44	31	14.75	5	4	5	5	6	10	17	17	15	11	5	5	30.325	13.8	51.1	36.9333333333333	19.4666666666667	33.425	10.3	28.9	52	58.1	43.2	40	41.7	29.1	22.9	21.2	14.3	2.2	148.6	0	0.5801	101.3543	174.7165	0.7342	98.7952	134.5623	0	0	0
